log_text,label,prediction,inference_time_ms,correct
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=instruction cache parity error corrected,0,0,331.86978812500456,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=instruction cache parity error corrected,0,0,329.8295013750021,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=instruction cache parity error corrected,0,0,329.8295013750021,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.430,0,0,329.8295013750021,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.174,0,0,329.8295013750021,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,0,0,329.8295013750021,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.976,0,0,329.8295013750021,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.1990,0,0,329.8295013750021,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.3638,0,0,329.8295013750021,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.2690,0,0,327.2410977500613,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.3804,0,0,327.2410977500613,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.418,0,0,327.2410977500613,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.310,0,0,327.2410977500613,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.2409,0,0,327.2410977500613,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.4182,0,0,327.2410977500613,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.8153,0,0,327.2410977500613,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.7836,0,0,327.2410977500613,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.2911,0,0,332.5760537500173,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.2921,0,0,332.5760537500173,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.122,0,0,332.5760537500173,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.1973,0,0,332.5760537500173,1
TYPE=RAS COMPONENT=APP LEVEL=FATAL CONTENT=ciod: LOGIN chdir(/p/gb2/glosli/8M_5000K/t800) failed: No such file or directory,0,0,332.5760537500173,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.4984,0,0,332.5760537500173,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.1822,0,0,332.5760537500173,1
"TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=CE sym 28, at 0x110067e0, mask 0x02",0,0,332.5760537500173,1
"TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=1 ddr errors(s) detected and corrected on rank 0, symbol 25, bit 1",0,0,332.26762137508103,1
"TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=CE sym 14, at 0x06047860, mask 0x20",0,0,332.26762137508103,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.3265,0,0,332.26762137508103,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.2599,0,0,332.26762137508103,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.1818,0,0,332.26762137508103,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.1694,0,0,332.26762137508103,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.3401,0,0,332.26762137508103,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.25350,0,0,332.26762137508103,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.1820,0,0,331.3470062499846,1
"TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=CE sym 2, at 0x1b85f080, mask 0x02",0,0,331.3470062499846,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.254,0,0,331.3470062499846,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.1887,0,0,331.3470062499846,1
"TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=CE sym 2, at 0x1b85fe80, mask 0x02",0,0,331.3470062499846,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.8280,0,0,331.3470062499846,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.12357,0,0,331.3470062499846,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,331.3470062499846,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.9394964999319,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.9394964999319,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.9394964999319,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.9394964999319,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.9394964999319,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.9394964999319,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.9394964999319,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.9394964999319,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.8597937499462,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.8597937499462,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.8597937499462,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.8597937499462,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.8597937499462,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.8597937499462,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.8597937499462,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.8597937499462,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.7078433749757,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.7078433749757,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.7078433749757,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.7078433749757,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.7078433749757,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.7078433749757,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.7078433749757,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.7078433749757,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.44837712498975,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.44837712498975,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.44837712498975,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.44837712498975,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.44837712498975,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.44837712498975,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.44837712498975,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.44837712498975,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.7571863749763,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.7571863749763,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.7571863749763,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.7571863749763,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.7571863749763,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.7571863749763,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.7571863749763,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,320.7571863749763,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,321.6160051249517,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,321.6160051249517,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,321.6160051249517,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,321.6160051249517,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,321.6160051249517,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,321.6160051249517,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,321.6160051249517,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,321.6160051249517,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,321.5239463750095,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,321.5239463750095,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,321.5239463750095,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,321.5239463750095,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,321.5239463750095,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,321.5239463750095,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,321.5239463750095,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,321.5239463750095,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,331.0640951250434,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,331.0640951250434,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,0,331.0640951250434,0
"TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=CE sym 10, at 0x08d10580, mask 0x08",0,0,331.0640951250434,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=ciod: Message code 0 is not 51 or 4294967295,0,0,331.0640951250434,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,331.0640951250434,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,331.0640951250434,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,331.0640951250434,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.2944033749591,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.2944033749591,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.2944033749591,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.2944033749591,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.2944033749591,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,326.2944033749591,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,326.2944033749591,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,326.2944033749591,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,327.45884087501054,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,327.45884087501054,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,327.45884087501054,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,327.45884087501054,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.2522,0,0,327.45884087501054,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.1711,0,0,327.45884087501054,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.2332,0,0,327.45884087501054,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.4505,0,0,327.45884087501054,1
TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.1521,0,0,326.84774787503557,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.84774787503557,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.84774787503557,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.84774787503557,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.84774787503557,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.84774787503557,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.84774787503557,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.84774787503557,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.59049599999435,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,326.59049599999435,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,326.59049599999435,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,326.59049599999435,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,326.59049599999435,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,326.59049599999435,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,326.59049599999435,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,326.59049599999435,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,326.4148176250501,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.4148176250501,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,326.4148176250501,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,326.4148176250501,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data address: 0x00000002,0,0,326.4148176250501,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data address: 0x00000002,0,0,326.4148176250501,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=machine check: i-fetch......................0,0,0,326.4148176250501,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=machine check: i-fetch......................0,0,0,326.4148176250501,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=program interrupt: illegal instruction......0,0,0,326.26691899997695,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.26691899997695,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.26691899997695,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.26691899997695,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.26691899997695,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.26691899997695,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,326.26691899997695,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,326.26691899997695,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,327.5127912500011,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,327.5127912500011,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data address: 0x00000002,0,0,327.5127912500011,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,327.5127912500011,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data address: 0x00000002,0,0,327.5127912500011,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data address: 0x00000002,0,0,327.5127912500011,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,327.5127912500011,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data address: 0x00000002,0,0,327.5127912500011,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=machine check: i-fetch......................0,0,0,329.15577562494036,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,329.15577562494036,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,329.15577562494036,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,329.15577562494036,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,0,329.15577562494036,0
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data address: 0x00000002,0,0,329.15577562494036,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=instruction address: 0x00004ed8,0,0,329.15577562494036,1
TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=exception syndrome register: 0x00800000,0,0,329.15577562494036,1
